"Date"	"Time"	"Global_active_power"	"Global_reactive_power"	"Voltage"	"Global_intensity"	"Sub_metering_1"	"Sub_metering_2"	"Sub_metering_3"	"day"	"Month"	"Hour"	"year"	"detection"
"200113"	"4/5/2007"	"16:36:00"	1.316	0.082	243.61	2.8	0	2	1	"Friday"	5	16	2007	"Normal"
"200114"	"4/5/2007"	"16:37:00"	0.60675	0.078	243.18	2.8	0	2	0	"Friday"	5	16	2007	"Normal"
"200115"	"4/5/2007"	"16:38:00"	0.63445	0.074	242.49	2.8	0	2	1	"Friday"	5	16	2007	"Normal"
"200116"	"4/5/2007"	"16:39:00"	1.25	0.076	243.19	2.8	0	2	1	"Friday"	5	16	2007	"Normal"
"200117"	"4/5/2007"	"16:40:00"	1.244	0.078	243.49	2.8	0	2	0	"Friday"	5	16	2007	"Normal"
"200118"	"4/5/2007"	"16:41:00"	0.7122	0	242.15	3.4	0	2	1	"Friday"	5	16	2007	"Normal"
"200119"	"4/5/2007"	"16:42:00"	1.252	0	243.44	3.4	0	2	1	"Friday"	5	16	2007	"Normal"
"200120"	"4/5/2007"	"16:43:00"	0.7635	0.138	243.6	3.4	0	1	0	"Friday"	5	16	2007	"Normal"
"200121"	"4/5/2007"	"16:44:00"	0.7899	0.146	244.36	3.2	0	1	1	"Friday"	5	16	2007	"Normal"
"200122"	"4/5/2007"	"16:45:00"	1.32	0.156	244.21	3.2	0	2	1	"Friday"	5	16	2007	"Normal"
"200123"	"4/5/2007"	"16:46:00"	0.8382	0.138	243.15	3.4	0	1	0	"Friday"	5	16	2007	"Normal"
"200124"	"4/5/2007"	"16:47:00"	0.8624	0.166	243	3.6	0	3	1	"Friday"	5	16	2007	"Normal"
"200125"	"4/5/2007"	"16:48:00"	1.31	0.128	243.32	2.8	0	0	1	"Friday"	5	16	2007	"Normal"
"200126"	"4/5/2007"	"16:49:00"	0.91075	0.112	243.11	2.8	0	0	1	"Friday"	5	16	2007	"Normal"
"200127"	"4/5/2007"	"16:50:00"	1.308	0.118	244.17	2.8	0	0	0	"Friday"	5	16	2007	"Normal"
"200128"	"4/5/2007"	"16:51:00"	1.264	0.12	244.48	2.8	0	0	1	"Friday"	5	16	2007	"Normal"
"200129"	"4/5/2007"	"16:52:00"	0.9806	0.12	244.54	2.8	0	0	1	"Friday"	5	16	2007	"Normal"
"200130"	"4/5/2007"	"16:53:00"	1.242	0.126	245.27	2.8	0	0	0	"Friday"	5	16	2007	"Normal"
"200131"	"4/5/2007"	"16:54:00"	1.24	0.124	245.03	2.8	0	0	1	"Friday"	5	16	2007	"Normal"
"200132"	"4/5/2007"	"16:55:00"	1.242	0.126	245.05	2.8	0	0	1	"Friday"	5	16	2007	"Normal"
"200133"	"4/5/2007"	"16:56:00"	1.24	0.126	244.63	2.6	0	0	0	"Friday"	5	16	2007	"Normal"
"200134"	"4/5/2007"	"16:57:00"	1.0939	0.122	244.21	2.4	0	0	1	"Friday"	5	16	2007	"Normal"
"200135"	"4/5/2007"	"16:58:00"	1.246	0.122	243.74	2.4	0	0	1	"Friday"	5	16	2007	"Normal"
"200136"	"4/5/2007"	"16:59:00"	1.1434	0.118	243.5	2.4	0	0	0	"Friday"	5	16	2007	"Normal"
"200137"	"4/5/2007"	"17:00:00"	1.16735	0	243.47	2.2	0	0	1	"Friday"	5	17	2007	"Normal"
"200138"	"4/5/2007"	"17:01:00"	1.1901	0	243.24	2.2	0	0	1	"Friday"	5	17	2007	"Normal"
"200139"	"4/5/2007"	"17:02:00"	1.21115	0	243.22	2.6	0	0	0	"Friday"	5	17	2007	"Normal"
"200140"	"4/5/2007"	"17:03:00"	1.2322	0	242.58	6.8	0	9	1	"Friday"	5	17	2007	"Normal"
"200141"	"4/5/2007"	"17:04:00"	1.2531	0.048	241.04	12	0	39	1	"Friday"	5	17	2007	"Normal"
"200142"	"4/5/2007"	"17:05:00"	1.27405	0.05	241.24	12	0	39	0	"Friday"	5	17	2007	"Normal"
"200143"	"4/5/2007"	"17:06:00"	1.148	0.052	240.78	11.6	0	39	1	"Friday"	5	17	2007	"Normal"
"200144"	"4/5/2007"	"17:07:00"	1.214	0.052	240.35	11.6	0	39	1	"Friday"	5	17	2007	"Normal"
"200145"	"4/5/2007"	"17:08:00"	1.341	0	239.82	11.8	0	38	0	"Friday"	5	17	2007	"Normal"
"200146"	"4/5/2007"	"17:09:00"	1.36405	0.056	241.22	8.2	0	20	1	"Friday"	5	17	2007	"Normal"
"200147"	"4/5/2007"	"17:10:00"	1.38695	0.066	242	2.6	0	2	1	"Friday"	5	17	2007	"Normal"
"200148"	"4/5/2007"	"17:11:00"	1.106	0.062	241.24	2.6	0	1	0	"Friday"	5	17	2007	"Normal"
"200149"	"4/5/2007"	"17:12:00"	0.2	0.064	241.41	2.6	0	1	1	"Friday"	5	17	2007	"Normal"
"200150"	"4/5/2007"	"17:13:00"	1.4029	0.064	241.86	2.6	0	1	1	"Friday"	5	17	2007	"Normal"
"200151"	"4/5/2007"	"17:14:00"	0.198	0.068	242.76	2.6	0	2	0	"Friday"	5	17	2007	"Normal"
"200152"	"4/5/2007"	"17:15:00"	1.3855	0.07	243.21	2.6	0	1	1	"Friday"	5	17	2007	"Normal"
"200153"	"4/5/2007"	"17:16:00"	1.3575	0.072	243.35	2.6	0	1	1	"Friday"	5	17	2007	"Normal"
"200154"	"4/5/2007"	"17:17:00"	0.196	0.14	243.46	3	0	2	0	"Friday"	5	17	2007	"Normal"
"200155"	"4/5/2007"	"17:18:00"	1.3036	0.206	242.98	3	0	1	1	"Friday"	5	17	2007	"Normal"
"200156"	"4/5/2007"	"17:19:00"	1.27725	0.304	243.41	3.6	0	2	1	"Friday"	5	17	2007	"Normal"
"200157"	"4/5/2007"	"17:20:00"	1.25105	0.33	242.66	3.6	0	3	0	"Friday"	5	17	2007	"Normal"
"200158"	"4/5/2007"	"17:21:00"	0.188	0.318	241.32	4	0	3	1	"Friday"	5	17	2007	"Normal"
"200159"	"4/5/2007"	"17:22:00"	1.19675	0.314	241.1	4.6	0	3	1	"Friday"	5	17	2007	"Normal"
"200160"	"4/5/2007"	"17:23:00"	1.1667	0.31	240.45	4.6	0	3	0	"Friday"	5	17	2007	"Normal"
"200161"	"4/5/2007"	"17:24:00"	0.15	0.31	240.41	4.6	0	2	1	"Friday"	5	17	2007	"Normal"
"200162"	"4/5/2007"	"17:25:00"	1.1104	0.23	240.5	4.2	0	3	1	"Friday"	5	17	2007	"Normal"
"200163"	"4/5/2007"	"17:26:00"	0.236	0.208	240.55	4.2	0	3	0	"Friday"	5	17	2007	"Normal"
"200164"	"4/5/2007"	"17:27:00"	1.05645	0.208	240.62	4.2	0	3	1	"Friday"	5	17	2007	"Normal"
"200165"	"4/5/2007"	"17:28:00"	1.0295	0.21	240.92	4.2	0	2	1	"Friday"	5	17	2007	"Normal"
"200166"	"4/5/2007"	"17:29:00"	1.00265	0.212	241.21	4.2	0	3	0	"Friday"	5	17	2007	"Normal"
"200167"	"4/5/2007"	"17:30:00"	0.228	0.216	241.86	4.2	0	3	1	"Friday"	5	17	2007	"Normal"
"200168"	"4/5/2007"	"17:31:00"	0.9497	0.216	242.1	4.2	0	3	1	"Friday"	5	17	2007	"Normal"
"200169"	"4/5/2007"	"17:32:00"	0.226	0.214	241.52	4.2	0	2	0	"Friday"	5	17	2007	"Normal"
"200170"	"4/5/2007"	"17:33:00"	0.89905	0.224	242.09	4.2	0	3	1	"Friday"	5	17	2007	"Normal"
"200171"	"4/5/2007"	"17:34:00"	0.8737	0.184	242.12	4.2	0	3	1	"Friday"	5	17	2007	"Normal"
"200172"	"4/5/2007"	"17:35:00"	0.224	0.124	242.31	4.2	0	2	0	"Friday"	5	17	2007	"Normal"
"200173"	"4/5/2007"	"17:36:00"	0.82285	0.112	241.91	4.2	0	2	1	"Friday"	5	17	2007	"Normal"
"200174"	"4/5/2007"	"17:37:00"	0.222	0.1	241.14	4	0	2	1	"Friday"	5	17	2007	"Normal"
"200175"	"4/5/2007"	"17:38:00"	0.222	0.084	241.09	3.8	0	2	0	"Friday"	5	17	2007	"Normal"
"200176"	"4/5/2007"	"17:39:00"	0.7464	0.084	240.97	4	0	3	1	"Friday"	5	17	2007	"Normal"
"200177"	"4/5/2007"	"17:40:00"	0.222	0.08	241.23	4.4	0	4	1	"Friday"	5	17	2007	"Normal"
"200178"	"4/5/2007"	"17:41:00"	0.222	0.078	240.8	4.4	0	3	0	"Friday"	5	17	2007	"Normal"
"200179"	"4/5/2007"	"17:42:00"	0.6748	0.074	241.25	4.6	0	3	1	"Friday"	5	17	2007	"Normal"
"200180"	"4/5/2007"	"17:43:00"	0.6492	0	241.53	3.6	0	2	1	"Friday"	5	17	2007	"Normal"
"200181"	"4/5/2007"	"17:44:00"	0.62375	0	241.6	3.2	0	2	0	"Friday"	5	17	2007	"Normal"
"200182"	"4/5/2007"	"17:45:00"	0.128	0	241.95	3.4	0	2	1	"Friday"	5	17	2007	"Normal"
"200183"	"4/5/2007"	"17:46:00"	0.128	0	241.77	3.4	0	1	1	"Friday"	5	17	2007	"Normal"
"200184"	"4/5/2007"	"17:47:00"	0.54565	0	241.43	3.4	0	1	0	"Friday"	5	17	2007	"Normal"
"200185"	"4/5/2007"	"17:48:00"	0.128	0	241.55	3.4	0	1	1	"Friday"	5	17	2007	"Normal"
"200186"	"4/5/2007"	"17:49:00"	0.49085	0	241.84	3.2	0	0	1	"Friday"	5	17	2007	"Normal"
"200187"	"4/5/2007"	"17:50:00"	0.4636	0	241.5	3.6	0	2	0	"Friday"	5	17	2007	"Normal"
"200188"	"4/5/2007"	"17:51:00"	0.43915	0	241.48	3.8	0	2	1	"Friday"	5	17	2007	"Normal"
"200189"	"4/5/2007"	"17:52:00"	0.43735	0.094	241.25	4	0	2	1	"Friday"	5	17	2007	"Normal"
"200190"	"4/5/2007"	"17:53:00"	0.43555	0.096	241.62	4	0	2	0	"Friday"	5	17	2007	"Normal"
"200191"	"4/5/2007"	"17:54:00"	0.4338	0.158	241.64	4.4	0	2	1	"Friday"	5	17	2007	"Normal"
"200192"	"4/5/2007"	"17:55:00"	0.43285	0.192	240.62	4.4	0	2	1	"Friday"	5	17	2007	"Normal"
"200193"	"4/5/2007"	"17:56:00"	0.202	0.188	240.61	4.4	0	2	0	"Friday"	5	17	2007	"Normal"
"200194"	"4/5/2007"	"17:57:00"	0.202	0.198	239.49	4.8	0	2	1	"Friday"	5	17	2007	"Normal"
"200195"	"4/5/2007"	"17:58:00"	0.202	0.218	239.87	5	0	1	1	"Friday"	5	17	2007	"Normal"
"200196"	"4/5/2007"	"17:59:00"	0.202	0.284	239.87	6.8	0	1	7	"Friday"	5	17	2007	"Normal"
"200197"	"4/5/2007"	"18:00:00"	0.43385	0.32	239.72	7.6	0	1	12	"Friday"	5	18	2007	"Normal"
"200198"	"4/5/2007"	"18:01:00"	0.43555	0.31	239.1	7.6	0	0	11	"Friday"	5	18	2007	"Normal"
"200199"	"4/5/2007"	"18:02:00"	0.43875	0.344	239.39	8.4	0	4	12	"Friday"	5	18	2007	"Normal"
"200200"	"4/5/2007"	"18:03:00"	0.25	0.318	239.84	7.6	0	0	12	"Friday"	5	18	2007	"Normal"
"200201"	"4/5/2007"	"18:04:00"	0.252	0.234	240.85	6.2	0	0	5	"Friday"	5	18	2007	"Normal"
"200202"	"4/5/2007"	"18:05:00"	0.252	0.206	242.06	5	0	0	1	"Friday"	5	18	2007	"Normal"
"200203"	"4/5/2007"	"18:06:00"	0.4451	0.21	242.22	5	0	0	0	"Friday"	5	18	2007	"Normal"
"200204"	"4/5/2007"	"18:07:00"	0.44695	0.218	243.58	5	0	0	1	"Friday"	5	18	2007	"Normal"
"200205"	"4/5/2007"	"18:08:00"	0.358	0.188	242.71	5	0	0	1	"Friday"	5	18	2007	"Normal"
"200206"	"4/5/2007"	"18:09:00"	0.35	0.078	242.42	4.2	0	0	0	"Friday"	5	18	2007	"Normal"
"200207"	"4/5/2007"	"18:10:00"	0.45465	0.082	242.87	3.4	0	0	1	"Friday"	5	18	2007	"Normal"
"200208"	"4/5/2007"	"18:11:00"	0.29	0.08	242.71	3.6	0	0	1	"Friday"	5	18	2007	"Normal"
"200209"	"4/5/2007"	"18:12:00"	0.45775	0.148	240.12	12	29	0	0	"Friday"	5	18	2007	"Normal"
"200210"	"4/5/2007"	"18:13:00"	0.284	0.158	238.67	13	38	0	1	"Friday"	5	18	2007	"Normal"
"200211"	"4/5/2007"	"18:14:00"	0.28	0.16	239.29	13	39	0	1	"Friday"	5	18	2007	"Normal"
"200212"	"4/5/2007"	"18:15:00"	0.46195	0.154	238.35	13	39	0	0	"Friday"	5	18	2007	"Normal"
"200213"	"4/5/2007"	"18:16:00"	0.4633	0.132	238.52	13	38	0	1	"Friday"	5	18	2007	"Normal"
"200214"	"4/5/2007"	"18:17:00"	0.276	0.054	239.08	12.8	39	0	1	"Friday"	5	18	2007	"Normal"
"200215"	"4/5/2007"	"18:18:00"	0.276	0.054	238.99	12.8	39	0	0	"Friday"	5	18	2007	"Normal"
"200216"	"4/5/2007"	"18:19:00"	0.46735	0.052	238.79	12.8	38	0	1	"Friday"	5	18	2007	"Normal"
"200217"	"4/5/2007"	"18:20:00"	0.4687	0.054	238.9	12.8	39	0	1	"Friday"	5	18	2007	"Normal"
"200218"	"4/5/2007"	"18:21:00"	0.276	0.052	238.54	13	39	0	0	"Friday"	5	18	2007	"Normal"
"200219"	"4/5/2007"	"18:22:00"	0.278	0.05	238.55	13	38	0	1	"Friday"	5	18	2007	"Normal"
"200220"	"4/5/2007"	"18:23:00"	0.47605	0.064	239.12	12.6	39	0	1	"Friday"	5	18	2007	"Normal"
"200221"	"4/5/2007"	"18:24:00"	0.276	0.178	238.13	12.8	39	0	0	"Friday"	5	18	2007	"Normal"
"200222"	"4/5/2007"	"18:25:00"	0.254	0.178	237.97	12.8	38	0	1	"Friday"	5	18	2007	"Normal"
"200223"	"4/5/2007"	"18:26:00"	0.4843	0.182	238.52	12.8	39	0	0	"Friday"	5	18	2007	"Normal"
"200224"	"4/5/2007"	"18:27:00"	0.48565	0.182	237.77	12.8	38	0	1	"Friday"	5	18	2007	"Normal"
"200225"	"4/5/2007"	"18:28:00"	0.184	0.186	238.58	12.8	39	0	1	"Friday"	5	18	2007	"Normal"
"200226"	"4/5/2007"	"18:29:00"	0.4884	0.208	240.98	8.6	18	0	0	"Friday"	5	18	2007	"Normal"
"200227"	"4/5/2007"	"18:30:00"	0.186	0.214	241.05	3.6	1	0	1	"Friday"	5	18	2007	"Normal"
"200228"	"4/5/2007"	"18:31:00"	0.4913	0.208	240.41	6.2	5	0	1	"Friday"	5	18	2007	"Normal"
"200229"	"4/5/2007"	"18:32:00"	0.184	0.308	237.66	13.6	39	0	0	"Friday"	5	18	2007	"Normal"
"200230"	"4/5/2007"	"18:33:00"	0.4941	0.314	238.49	14	38	0	1	"Friday"	5	18	2007	"Normal"
"200231"	"4/5/2007"	"18:34:00"	0.186	0.31	238.72	13.4	39	0	1	"Friday"	5	18	2007	"Normal"
"200232"	"4/5/2007"	"18:35:00"	0.4964	0.328	240.62	6	1	0	4	"Friday"	5	18	2007	"Normal"
"200233"	"4/5/2007"	"18:36:00"	0.22	0.316	239.07	9	1	0	19	"Friday"	5	18	2007	"Normal"
"200234"	"4/5/2007"	"18:37:00"	0.49845	0.308	238.05	11.2	6	0	19	"Friday"	5	18	2007	"Normal"
"200235"	"4/5/2007"	"18:38:00"	0.264	0.288	236.19	18	38	0	18	"Friday"	5	18	2007	"Normal"
"200236"	"4/5/2007"	"18:39:00"	0.268	0.284	236.49	18.6	38	0	18	"Friday"	5	18	2007	"Normal"
"200237"	"4/5/2007"	"18:40:00"	0.50295	0.324	236.89	19.2	38	1	17	"Friday"	5	18	2007	"Normal"
"200238"	"4/5/2007"	"18:41:00"	0.5032	0.32	235.5	26.8	38	29	18	"Friday"	5	18	2007	"Normal"
"200239"	"4/5/2007"	"18:42:00"	0.5034	0.348	235.06	27.4	37	35	18	"Friday"	5	18	2007	"Normal"
"200240"	"4/5/2007"	"18:43:00"	0.284	0.434	237.28	21.4	18	28	18	"Friday"	5	18	2007	"Normal"
"200241"	"4/5/2007"	"18:44:00"	0.344	0.472	238.57	19	1	36	18	"Friday"	5	18	2007	"Normal"
"200242"	"4/5/2007"	"18:45:00"	0.50885	0.428	239.46	18	2	28	18	"Friday"	5	18	2007	"Normal"
"200243"	"4/5/2007"	"18:46:00"	0.51115	0.318	236.65	27.8	38	36	18	"Friday"	5	18	2007	"Normal"
"200244"	"4/5/2007"	"18:47:00"	0.34	0.302	237.03	27	38	35	18	"Friday"	5	18	2007	"Normal"
"200245"	"4/5/2007"	"18:48:00"	0.51145	0.422	236.57	27.4	38	38	18	"Friday"	5	18	2007	"Normal"
"200246"	"4/5/2007"	"18:49:00"	0.338	0.446	238.43	21	11	37	18	"Friday"	5	18	2007	"Normal"
"200247"	"4/5/2007"	"18:50:00"	0.51505	0.484	239.51	18.2	1	38	18	"Friday"	5	18	2007	"Normal"
"200248"	"4/5/2007"	"18:51:00"	0.384	0.464	239.36	17.8	1	38	18	"Friday"	5	18	2007	"Normal"
"200249"	"4/5/2007"	"18:52:00"	0.378	0.46	237.36	26.4	32	38	18	"Friday"	5	18	2007	"Normal"
"200250"	"4/5/2007"	"18:53:00"	0.52195	0.436	237.14	26.6	38	32	18	"Friday"	5	18	2007	"Normal"
"200251"	"4/5/2007"	"18:54:00"	0.52425	0.458	237.1	23.8	38	20	18	"Friday"	5	18	2007	"Normal"
"200252"	"4/5/2007"	"18:55:00"	0.368	0.452	238.28	19.2	7	38	18	"Friday"	5	18	2007	"Normal"
"200253"	"4/5/2007"	"18:56:00"	0.5347	0.484	239.69	17	1	35	18	"Friday"	5	18	2007	"Normal"
"200254"	"4/5/2007"	"18:57:00"	0.674	0.47	239.94	14.8	4	18	18	"Friday"	5	18	2007	"Normal"
"200255"	"4/5/2007"	"18:58:00"	0.5543	0.496	236.26	27.4	38	37	18	"Friday"	5	18	2007	"Normal"
"200256"	"4/5/2007"	"18:59:00"	0.5557	0.466	237.08	25.2	38	30	18	"Friday"	5	18	2007	"Normal"
"200257"	"4/5/2007"	"19:00:00"	0.55615	0.488	237.5	22.6	35	22	18	"Friday"	5	19	2007	"Normal"
"200258"	"4/5/2007"	"19:01:00"	0.292	0.48	238.37	17.8	1	37	18	"Friday"	5	19	2007	"Normal"
"200259"	"4/5/2007"	"19:02:00"	0.5569	0.52	239.95	13	1	19	18	"Friday"	5	19	2007	"Normal"
"200260"	"4/5/2007"	"19:03:00"	0.57035	0.468	237.28	21.2	11	34	18	"Friday"	5	19	2007	"Normal"
"200261"	"4/5/2007"	"19:04:00"	1.256	0.48	236.84	24.4	38	26	18	"Friday"	5	19	2007	"Normal"
"200262"	"4/5/2007"	"19:05:00"	1.254	0.454	236.56	25.2	38	25	17	"Friday"	5	19	2007	"Normal"
"200263"	"4/5/2007"	"19:06:00"	0.64825	0.484	237.31	23	26	32	18	"Friday"	5	19	2007	"Normal"
"200264"	"4/5/2007"	"19:07:00"	0.67895	0.484	238.45	14	1	20	18	"Friday"	5	19	2007	"Normal"
"200265"	"4/5/2007"	"19:08:00"	0.7102	0.496	237.96	17.2	1	35	18	"Friday"	5	19	2007	"Normal"
"200266"	"4/5/2007"	"19:09:00"	1.486	0.466	236.85	19.2	21	17	18	"Friday"	5	19	2007	"Normal"
"200267"	"4/5/2007"	"19:10:00"	0.77445	0.454	234.59	26.8	37	37	18	"Friday"	5	19	2007	"Normal"
"200268"	"4/5/2007"	"19:11:00"	0.80345	0.458	236.24	22	38	17	17	"Friday"	5	19	2007	"Normal"
"200269"	"4/5/2007"	"19:12:00"	1.264	0.48	236.7	21.2	17	34	18	"Friday"	5	19	2007	"Normal"
"200270"	"4/5/2007"	"19:13:00"	1.352	0.464	239.28	13.4	1	21	18	"Friday"	5	19	2007	"Normal"
"200271"	"4/5/2007"	"19:14:00"	1.138	0.382	238.79	16.4	1	30	18	"Friday"	5	19	2007	"Normal"
"200272"	"4/5/2007"	"19:15:00"	0.9054	0.346	236.88	21.2	32	18	18	"Friday"	5	19	2007	"Normal"
"200273"	"4/5/2007"	"19:16:00"	1.07	0.346	235.26	25.6	38	31	18	"Friday"	5	19	2007	"Normal"
"200274"	"4/5/2007"	"19:17:00"	0.94685	0.34	235.69	22.4	37	20	18	"Friday"	5	19	2007	"Normal"
"200275"	"4/5/2007"	"19:18:00"	0.9671	0.368	236.26	17.2	7	29	17	"Friday"	5	19	2007	"Normal"
"200276"	"4/5/2007"	"19:19:00"	1.072	0.366	237.6	13.2	1	19	18	"Friday"	5	19	2007	"Normal"
"200277"	"4/5/2007"	"19:20:00"	1.0074	0.366	236.36	18.6	6	30	18	"Friday"	5	19	2007	"Normal"
"200278"	"4/5/2007"	"19:21:00"	1.0275	0.336	234.83	22	37	17	17	"Friday"	5	19	2007	"Normal"
"200279"	"4/5/2007"	"19:22:00"	1.0477	0.228	233.71	26.2	37	31	18	"Friday"	5	19	2007	"Normal"
"200280"	"4/5/2007"	"19:23:00"	1.06745	0.218	236.33	18.4	34	18	7	"Friday"	5	19	2007	"Normal"
"200281"	"4/5/2007"	"19:24:00"	1.0839	0.25	237.76	12	1	29	0	"Friday"	5	19	2007	"Normal"
"200282"	"4/5/2007"	"19:25:00"	1.002	0.244	239.17	8.8	1	16	1	"Friday"	5	19	2007	"Normal"
"200283"	"4/5/2007"	"19:26:00"	1.1168	0.236	236.13	16	16	30	1	"Friday"	5	19	2007	"Normal"
"200284"	"4/5/2007"	"19:27:00"	1.13325	0.234	237.8	12.2	13	19	0	"Friday"	5	19	2007	"Normal"
"200285"	"4/5/2007"	"19:28:00"	1.14985	0.262	239.17	10	1	26	1	"Friday"	5	19	2007	"Normal"
"200286"	"4/5/2007"	"19:29:00"	1	0.328	238.84	10.8	1	24	1	"Friday"	5	19	2007	"Normal"
"200287"	"4/5/2007"	"19:30:00"	1.1802	0.362	239.04	12.8	14	19	0	"Friday"	5	19	2007	"Normal"
"200288"	"4/5/2007"	"19:31:00"	1.1957	0.304	237.26	20	38	26	1	"Friday"	5	19	2007	"Normal"
"200289"	"4/5/2007"	"19:32:00"	1.206	0.322	237.62	18	38	19	1	"Friday"	5	19	2007	"Normal"
"200290"	"4/5/2007"	"19:33:00"	1.2473	0.312	238.73	14.4	16	24	0	"Friday"	5	19	2007	"Normal"
"200291"	"4/5/2007"	"19:34:00"	1.492	0.336	238.84	10.4	1	24	1	"Friday"	5	19	2007	"Normal"
"200292"	"4/5/2007"	"19:35:00"	1.476	0.406	239.67	7.8	1	14	1	"Friday"	5	19	2007	"Normal"
"200293"	"4/5/2007"	"19:36:00"	1.32465	0.444	236.75	16.6	18	27	0	"Friday"	5	19	2007	"Normal"
"200294"	"4/5/2007"	"19:37:00"	1.468	0.418	236.87	17.8	38	15	1	"Friday"	5	19	2007	"Normal"
"200295"	"4/5/2007"	"19:38:00"	1.466	0.438	236.37	19.4	38	23	0	"Friday"	5	19	2007	"Normal"
